id,defects
101763,0.24649839
101764,0.053699292
101765,0.7303875
101766,0.3605916
101767,0.11923296
101768,0.50825614
101769,0.10279578
101770,0.8863318
101771,0.26449117
101772,0.14592071
101773,0.8702367
101774,0.971478
101775,0.10251014
101776,0.5819719
101777,0.083940834
101778,0.24979618
101779,0.9587037
101780,0.076293655
101781,0.20805316
101782,0.08174715
101783,0.078592576
101784,0.1506769
101785,0.16391583
101786,0.22176725
101787,0.12450735
101788,0.2704485
101789,0.11659023
101790,0.08046085
101791,0.0830425
101792,0.16334823
101793,0.14513697
101794,0.2536903
101795,0.08277885
101796,0.16362162
101797,0.09380341
101798,0.25011164
101799,0.48043925
101800,0.08347137
101801,0.21106641
101802,0.10447116
101803,0.3081503
101804,0.12674114
101805,0.17543963
101806,0.30255416
101807,0.6038192
101808,0.10582657
101809,0.09615263
101810,0.108887844
101811,0.17657998
101812,0.15389805
101813,0.07698984
101814,0.16886902
101815,0.20395325
101816,0.08307351
101817,0.25624162
101818,0.09906897
101819,0.20994905
101820,0.1215507
101821,0.16221312
101822,0.44831994
101823,0.085372575
101824,0.20952536
101825,0.08136993
101826,0.0955542
101827,0.084719546
101828,0.14153795
101829,0.15063974
101830,0.17184438
101831,0.20152603
101832,0.41556492
101833,0.2691239
101834,0.11460085
101835,0.086998984
101836,0.16995627
101837,0.09408073
101838,0.539061
101839,0.62907577
101840,0.14636888
101841,0.4467833
101842,0.08858184
101843,0.14849451
101844,0.13595691
101845,0.18909147
101846,0.09886728
101847,0.08823584
101848,0.113464326
101849,0.18939
101850,0.09073848
101851,0.078004375
101852,0.08455935
101853,0.8339754
101854,0.62678295
101855,0.16593234
101856,0.8279418
101857,0.18555167
101858,0.07978376
101859,0.17608675
101860,0.49751204
101861,0.52337396
101862,0.13897252
101863,0.21375346
101864,0.08496706
101865,0.1741022
101866,0.18467742
101867,0.3780463
101868,0.14406782
101869,0.13466951
101870,0.17452143
101871,0.27945924
101872,0.29902884
101873,0.07714365
101874,0.1235757
101875,0.3759595
101876,0.57950974
101877,0.17698693
101878,0.15474717
101879,0.14067411
101880,0.13025527
101881,0.25233915
101882,0.08331869
101883,0.94126606
101884,0.1965049
101885,0.105226204
101886,0.08016557
101887,0.06683647
101888,0.06597138
101889,0.21799661
101890,0.17257927
101891,0.33058697
101892,0.1292874
101893,0.15776171
101894,0.0749163
101895,0.15770431
101896,0.11565667
101897,0.7481689
101898,0.28361666
101899,0.26449117
101900,0.07923185
101901,0.10170035
101902,0.09727477
101903,0.11755069
101904,0.11074092
101905,0.64960986
101906,0.0670636
101907,0.06645145
101908,0.12410331
101909,0.068063736
101910,0.25418827
101911,0.10781007
101912,0.15894267
101913,0.17604694
101914,0.14920346
101915,0.1260011
101916,0.9408172
101917,0.06251365
101918,0.15763202
101919,0.14334573
101920,0.14962345
101921,0.14219338
101922,0.069465816
101923,0.18518396
101924,0.25869817
101925,0.17895886
101926,0.20835273
101927,0.18696135
101928,0.072962485
101929,0.13721402
101930,0.33707014
101931,0.30202264
101932,0.17325884
101933,0.27346253
101934,0.10682
101935,0.07997446
101936,0.080015056
101937,0.99653405
101938,0.31638262
101939,0.07121973
101940,0.2265883
101941,0.078445494
101942,0.11361228
101943,0.22341625
101944,0.09246278
101945,0.0827872
101946,0.07063126
101947,0.081242085
101948,0.101000994
101949,0.079551965
101950,0.8668366
101951,0.35420296
101952,0.15561737
101953,0.16047838
101954,0.15918206
101955,0.55515987
101956,0.20970789
101957,0.16039929
101958,0.55609035
101959,0.18310744
101960,0.26045105
101961,0.20356311
101962,0.25298226
101963,0.13000491
101964,0.17605224
101965,0.23280452
101966,0.09723857
