id,defects
101763,0.229043
101764,0.031348526
101765,0.0
101766,0.01036799
101767,0.08567703
101768,0.51518524
101769,0.7501054
101770,0.26632982
101771,1.0
101772,0.0
101773,0.0
101774,0.0
101775,0.74411833
101776,1.0
101777,0.0
101778,1.0
101779,1.0
101780,0.0
101781,1.0
101782,1.0
101783,0.0
101784,0.0
101785,0.0
101786,0.6764593
101787,1.0
101788,1.0
101789,1.0
101790,0.85799545
101791,0.0
101792,0.084375024
101793,0.014482498
101794,1.0
101795,1.0
101796,0.4478507
101797,1.0
101798,1.0
101799,1.0
101800,0.0
101801,0.0
101802,0.6855994
101803,1.0
101804,0.79656756
101805,0.0
101806,1.0
101807,0.55207145
101808,1.0
101809,1.0
101810,0.05976528
101811,0.23874897
101812,1.0
101813,0.0
101814,0.0
101815,0.06402737
101816,1.0
101817,0.0
101818,0.1534515
101819,0.0
101820,0.32337224
101821,1.0
101822,1.0
101823,0.14769834
101824,0.2959919
101825,1.0
101826,1.0
101827,1.0
101828,1.0
101829,0.22370559
101830,1.0
101831,0.08898324
101832,0.8591382
101833,1.0
101834,0.886777
101835,1.0
101836,1.0
101837,1.0
101838,0.0
101839,0.0
101840,0.0
101841,1.0
101842,0.28619623
101843,1.0
101844,0.29406583
101845,0.0
101846,0.41283977
101847,1.0
101848,0.94636726
101849,1.0
101850,0.24277401
101851,0.047219038
101852,0.01259017
101853,0.5808288
101854,1.0
101855,0.4614423
101856,0.0
101857,0.65815127
101858,0.46112788
101859,0.92982155
101860,1.0
101861,0.72561246
101862,0.8077785
101863,0.0
101864,0.1846276
101865,1.0
101866,0.26872385
101867,0.8094893
101868,1.0
101869,0.9426683
101870,1.0
101871,0.08117968
101872,1.0
101873,1.0
101874,1.0
101875,1.0
101876,1.0
101877,1.0
101878,1.0
101879,0.0
101880,0.0
101881,0.08282822
101882,0.0
101883,0.62965184
101884,0.80944645
101885,1.0
101886,1.0
101887,1.0
101888,0.33185434
101889,1.0
101890,1.0
101891,1.0
101892,0.067865014
101893,1.0
101894,0.7413362
101895,1.0
101896,0.0
101897,1.0
101898,1.0
101899,1.0
101900,0.7810615
101901,1.0
101902,1.0
101903,0.0
101904,1.0
101905,0.8011681
101906,0.6577834
101907,1.0
101908,1.0
101909,0.35302377
101910,0.56245184
101911,0.69123316
101912,0.0
101913,1.0
101914,0.0
101915,0.0
101916,1.0
101917,1.0
101918,0.7590703
101919,0.3134048
101920,1.0
101921,0.0
101922,1.0
101923,1.0
101924,1.0
101925,1.0
101926,0.0
101927,0.8117183
101928,1.0
101929,0.39655155
101930,1.0
101931,0.14198709
101932,0.7748412
101933,1.0
101934,1.0
101935,1.0
101936,0.46768063
101937,0.16562206
101938,0.19390929
101939,1.0
101940,1.0
101941,0.5187245
101942,1.0
101943,1.0
101944,0.7640542
101945,1.0
101946,1.0
101947,1.0
101948,0.35485917
101949,1.0
101950,0.88292074
101951,0.0
101952,0.70308334
101953,0.77385634
101954,0.0
101955,0.09601712
101956,0.37869763
101957,0.3317548
101958,0.121445835
101959,0.68815285
101960,0.86051977
101961,0.5717603
101962,0.0
101963,0.0
101964,0.0
101965,0.0
101966,1.0
101967,0.0
101968,1.0
101969,0.0
101970,1.0
101971,0.8578677
101972,1.0
101973,0.0
101974,1.0
101975,1.0
101976,0.0
101977,1.0
101978,0.3846236
101979,0.0
101980,0.0
101981,0.4802711
101982,1.0
101983,0.42582184
101984,0.0
101985,0.0
101986,1.0
101987,1.0
101988,0.3680231
101989,1.0
101990,0.0
101991,1.0
101992,0.08776295
101993,0.02722925
101994,1.0
101995,1.0
101996,1.0
101997,1.0
101998,1.0
101999,1.0
102000,1.0
102001,1.0
102002,1.0
102003,0.6413404
102004,1.0
102005,0.0
102006,1.0
102007,0.2289232
102008,0.0
102009,0.47630912
102010,0.0
102011,0.30720675
102012,0.0
102013,1.0
102014,0.0
102015,0.7003452
102016,0.0
102017,1.0
102018,0.043798804
102019,0.94391537
102020,0.024758756
102021,0.0
102022,0.48740977
102023,0.27209312
102024,0.3248772
102025,1.0
102026,1.0
102027,1.0
102028,0.0
102029,1.0
102030,0.0
102031,0.0
102032,0.0
102033,0.46698916
102034,0.8267648
102035,0.10680479
102036,0.6107397
102037,0.0
102038,1.0
102039,0.8602789
102040,0.630742
102041,0.0
102042,0.0
102043,0.0
102044,1.0
102045,0.0
102046,0.9719866
102047,1.0
102048,1.0
102049,1.0
102050,0.50270426
102051,1.0
102052,0.8109647
102053,1.0
102054,1.0
102055,1.0
102056,0.9671568
102057,0.0
102058,0.9232278
102059,0.0
102060,1.0
102061,0.0
102062,1.0
102063,0.009968102
102064,0.90153193
102065,1.0
102066,1.0
102067,0.0
102068,1.0
102069,0.0
102070,1.0
102071,0.13932055
102072,0.0
102073,1.0
102074,1.0
102075,1.0
102076,1.0
102077,0.88536847
102078,0.21796757
102079,0.37175578
102080,0.54844564
102081,0.22927725
102082,1.0
102083,0.79526776
102084,1.0
102085,1.0
102086,0.067990124
102087,1.0
102088,1.0
102089,0.95547086
102090,1.0
102091,0.65520215
102092,0.0
102093,0.38625544
102094,0.16110426
102095,0.0
102096,1.0
102097,1.0
102098,1.0
102099,1.0
102100,0.0
102101,0.0
102102,0.0
102103,0.10971999
102104,1.0
102105,1.0
102106,1.0
102107,1.0
102108,0.19842464
102109,0.0
102110,0.38103884
