id,defects
101763,0.19955507
101764,0.1285797
101765,0.7281356
101766,0.41313872
101767,0.055513125
101768,0.39572746
101769,0.043640483
101770,0.5737313
101771,0.31518212
101772,0.045120787
101773,0.42238918
101774,0.7802163
101775,0.06473648
101776,0.5249266
101777,0.091839515
101778,0.27819136
101779,0.99103945
101780,0.09168913
101781,0.10741788
101782,0.04526043
101783,0.041025598
101784,0.047403753
101785,0.08565312
101786,0.20472321
101787,0.04468733
101788,0.38322648
101789,0.047119193
101790,0.039165325
101791,0.034460966
101792,0.047737017
101793,0.069618426
101794,0.11440746
101795,0.043800764
101796,0.096645325
101797,0.04349682
101798,0.22684647
101799,0.4107344
101800,0.053584285
101801,0.08562946
101802,0.043510232
101803,0.27972865
101804,0.045650695
101805,0.066791855
101806,0.2039657
101807,0.60017246
101808,0.042725388
101809,0.043703165
101810,0.08323469
101811,0.07073026
101812,0.047786817
101813,0.047482472
101814,0.08907784
101815,0.21715176
101816,0.04198253
101817,0.16829209
101818,0.043811347
101819,0.14058964
101820,0.02860576
101821,0.046636652
101822,0.27614015
101823,0.037334926
101824,0.15573892
101825,0.041990764
101826,0.044943593
101827,0.040751304
101828,0.0943638
101829,0.047537524
101830,0.052210797
101831,0.11941911
101832,0.41298106
101833,0.24563816
101834,0.038057245
101835,0.046222236
101836,0.14227088
101837,0.03421834
101838,0.24760595
101839,0.45764652
101840,0.11052913
101841,0.37328616
101842,0.066017985
101843,0.04575516
101844,0.04313426
101845,0.24363591
101846,0.043696363
101847,0.044916626
101848,0.10387536
101849,0.1274167
101850,0.046111424
101851,0.033930972
101852,0.045145273
101853,0.7014008
101854,0.46927902
101855,0.108233966
101856,0.73260874
101857,0.09406291
101858,0.035120625
101859,0.066994146
101860,0.48986548
101861,0.47738162
101862,0.042645827
101863,0.15614241
101864,0.045953214
101865,0.047529407
101866,0.06444108
101867,0.399537
101868,0.04799474
101869,0.0284023
101870,0.0445476
101871,0.16704592
101872,0.094210394
101873,0.03596997
101874,0.11648508
101875,0.23392585
101876,0.5485529
101877,0.060291845
101878,0.04128819
101879,0.046571538
101880,0.04607318
101881,0.05213677
101882,0.046854015
101883,0.7720488
101884,0.19046976
101885,0.11897803
101886,0.071268514
101887,0.040255632
101888,0.030138977
101889,0.06714242
101890,0.047707934
101891,0.23124318
101892,0.08876077
101893,0.045231797
101894,0.044967197
101895,0.06899347
101896,0.03776688
101897,0.56974417
101898,0.19408555
101899,0.1640157
101900,0.043481123
101901,0.046494894
101902,0.044479165
101903,0.046555053
101904,0.10355166
101905,0.97231793
101906,0.037627988
101907,0.032860324
101908,0.041846856
101909,0.042409804
101910,0.067735195
101911,0.07426422
101912,0.044246282
101913,0.06952637
101914,0.047647823
101915,0.04541223
101916,0.85191286
101917,0.039139017
101918,0.10073098
101919,0.046784326
101920,0.04489633
101921,0.047002222
101922,0.048293177
101923,0.040541332
101924,0.1439688
101925,0.061277725
101926,0.19854648
101927,0.039138652
101928,0.04414529
101929,0.08914549
101930,0.053006075
101931,0.21942092
101932,0.04742785
101933,0.25899288
101934,0.047829013
101935,0.044040024
101936,0.040500313
101937,0.9961132
101938,0.16801845
101939,0.083171576
101940,0.061563987
101941,0.03990347
101942,0.04490832
101943,0.18838176
101944,0.05399863
101945,0.04254402
101946,0.04209314
101947,0.03519078
101948,0.043093875
101949,0.0430861
101950,0.7051832
101951,0.4860681
101952,0.046773624
101953,0.13433594
101954,0.085946836
101955,0.6157118
101956,0.21189064
101957,0.048490636
101958,0.6307419
101959,0.20970218
101960,0.22912274
101961,0.19309586
101962,0.18777025
101963,0.10016189
101964,0.06699815
101965,0.14645152
101966,0.10612635
101967,0.18491833
101968,0.044148706
101969,0.103723556
101970,0.995132
101971,0.041893225
101972,0.12732
101973,0.09261656
101974,0.080726266
101975,0.05619138
101976,0.045648888
101977,0.046585195
101978,0.103802204
101979,0.055074308
101980,0.087314904
101981,0.042753614
101982,0.043994125
101983,0.103487745
101984,0.109606616
101985,0.14343373
101986,0.055358633
101987,0.09891934
101988,0.61698717
101989,0.045741044
101990,0.20840394
101991,0.25707066
101992,0.0465733
101993,0.25696915
101994,0.067279786
101995,0.10161298
101996,0.0750468
101997,0.116966255
101998,0.04022569
101999,0.046591617
102000,0.08026765
102001,0.31576633
102002,0.83714294
102003,0.044890307
102004,0.04317333
102005,0.30089495
102006,0.086892724
102007,0.6393222
102008,0.036171127
102009,0.06265243
102010,0.0402536
102011,0.26130813
102012,0.045331
102013,0.065817036
102014,0.02108509
102015,0.22893701
102016,0.049120065
102017,0.041352253
102018,0.37682685
102019,0.04011884
102020,0.53036803
102021,0.4836169
102022,0.049769152
102023,0.12402517
102024,0.020436412
102025,0.06614921
102026,0.041824885
102027,0.039119203
102028,0.04489203
102029,0.047434766
102030,0.14697398
102031,0.040037222
102032,0.0318589
102033,0.04475585
102034,0.046565633
102035,0.04394737
102036,0.1451515
102037,0.19840503
102038,0.12659682
102039,0.045185175
102040,0.34457415
102041,0.2519033
102042,0.0471078
102043,0.07762564
102044,0.31635463
102045,0.20681188
102046,0.066849746
102047,0.5354996
102048,0.07245499
102049,0.117011
102050,0.29854128
102051,0.061304495
102052,0.04692752
102053,0.32902962
102054,0.07494034
102055,0.22454187
102056,0.046348646
102057,0.044019565
102058,0.042119123
102059,0.17094748
